,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
925,movement,medium,gender,equality,right,right,medium,activism,literature,fellow,gender,movement,right,feminism,movement,inclusion,woman,fellow,institution,phase,religion,medium,gender,phase,movement,medium,ethic,institution,fellow,skill,medium,narrative,movement,datum,skill,institution,discourse,group,actor,medium,religion,gender,equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,movement,medium,gender,equality,right,right,medium,activism,literature,fellow,gender,movement,right,feminism,movement,inclusion,woman,fellow,institution,phase,religion,medium,gender,phase,movement,medium,ethic,institution,fellow,skill,medium,narrative,movement,datum,skill,institution,discourse,group,actor,medium,religion,gender,equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,movement,medium,gender,equality,right,right,medium,activism,literature,fellow,gender,movement,right,feminism,movement,inclusion,woman,fellow,institution,phase,religion,medium,gender,phase,movement,medium,ethic,institution,fellow,skill,medium,narrative,movement,datum,skill,institution,discourse,group,actor,medium,religion,gender,equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,movement,medium,gender,equality,right,right,medium,activism,literature,fellow,gender,movement,right,feminism,movement,inclusion,woman,fellow,institution,phase,religion,medium,gender,phase,movement,medium,ethic,institution,fellow,skill,medium,narrative,movement,datum,skill,institution,discourse,group,actor,medium,religion,gender,equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,practice,migration,policy,refugee,asylum,seeker,right,organisation,policy,artwork,migration,crisis,relationship,refugee,border,security,personnel,border,sea,asylum,seeker,art,practice,policy,practice,art,relationship,actor,refugee,border,personnel,community,art,border,practice,practice,practice,art,practice,artwork,actor,relationship,migration,policy,art,practice,evaluation,art,relation,partnership,relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,practice,migration,policy,refugee,asylum,seeker,right,organisation,policy,artwork,migration,crisis,relationship,refugee,border,security,personnel,border,sea,asylum,seeker,art,practice,policy,practice,art,relationship,actor,refugee,border,personnel,community,art,border,practice,practice,practice,art,practice,artwork,actor,relationship,migration,policy,art,practice,evaluation,art,relation,partnership,relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,practice,migration,policy,refugee,asylum,seeker,right,organisation,policy,artwork,migration,crisis,relationship,refugee,border,security,personnel,border,sea,asylum,seeker,art,practice,policy,practice,art,relationship,actor,refugee,border,personnel,community,art,border,practice,practice,practice,art,practice,artwork,actor,relationship,migration,policy,art,practice,evaluation,art,relation,partnership,relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,innovation,engine,innovation,innovation,structure,economy,firm,industry,literature,innovation,environment,literature,innovation,concept,innovation,innovation,policy,informality,innovation,innovation,activity,resource,innovation,innovation,cluster,innovation,innovation,informality,network,actor,innovation,structure,literature,innovation,measure,innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,diversity,level,policy,level,state,language,ideology,speaker,migrant,region,transformation,voice,domain,influence,discrimination,community,initiative,action,change,practice,immigrant,inclusion,participation,language,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,diversity,level,policy,level,state,language,ideology,speaker,migrant,region,transformation,voice,domain,influence,discrimination,community,initiative,action,change,practice,immigrant,inclusion,participation,language,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,diversity,level,policy,level,state,language,ideology,speaker,migrant,region,transformation,voice,domain,influence,discrimination,community,initiative,action,change,practice,immigrant,inclusion,participation,language,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,generation,code,law,flow,mechanic,time,subcell,grid,generation,mesh,connectivity,scheme,grid,function,tensor,datum,storage,code,scheme,mesh,generator,behaviour,fly,generator,subcell,grid,motion,pattern,mesh,generation,algorithm,performance,hope,adoption,mechanic,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,language,grammar,grammar,grammar,relationship,word,life,impairment,grammar,life,area,acquisition,grammar,theory,interplay,grammar,acquisition,grammar,grammar,function,rhythm,interplay,grammar,relationship,grammar,rhythm,difference,group,child,battery,child,model,grammar,acquisition,rhythm,grammar,acquisition,health,child,environment,treatment,child,language,battery,collection,child,science,app,child,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,language,grammar,grammar,grammar,relationship,word,life,impairment,grammar,life,area,acquisition,grammar,theory,interplay,grammar,acquisition,grammar,grammar,function,rhythm,interplay,grammar,relationship,grammar,rhythm,difference,group,child,battery,child,model,grammar,acquisition,rhythm,grammar,acquisition,health,child,environment,treatment,child,language,battery,collection,child,science,app,child,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,resistance,crisis,target,compound,action,resistance,health,cost,burden,healthcare,system,design,inhibitor,kinase,pathway,pathogen,enzyme,drug,target,drug,fragment,optimization,compound,molecule,crystal,structure,complex,inhibitor,intervention,inhibitor,enzyme,target,inhibitor,anti,agent,mortality,patient,health,care,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,time,discourse,platform,news,risk,election,health,transparency,discourse,misinformation,information,ecosystem,discourse,discourse,time,model,science,medium,populism,identity,information,discourse,citizen,platform,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,time,discourse,platform,news,risk,election,health,transparency,discourse,misinformation,information,ecosystem,discourse,discourse,time,model,science,medium,populism,identity,information,discourse,citizen,platform,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,mosquito,albopictus,threat,animal,health,life,cycle,mosquito,temperature,implementation,model,population,transmission,risk,management,control,action,model,forecast,quantity,life,history,population,model,information,influence,temperature,life,history,temperature,adult,mortality,origin,influence,life,history,albopictus,population,temperature,regime,biology,information,database,population,model,forecast,system,information,life,control,management,action,,,,,,,,,,,,,,,,,,,,,,,,,,
943,disability,disability,barrier,participation,problem,disease,burden,disease,disability,depression,anxiety,economy,treatment,health,service,adult,health,discrimination,health,service,employment,life,wellbeing,life,health,service,information,delivery,service,health,service,health,health,emergency,system,vision,health,health,system,technology,wellbeing,work,employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,literature,work,health,risk,automation,occupation,measure,health,employee,survey,datum,datum,risk,automation,health,employee,transmission,mechanism,health,difference,employee,risk,automation,risk,automation,health,individual,community,gender,science,mediation,database,risk,automation,occupation,cost,policy,company,change,population,health,health,transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,determinant,education,household,burden,infection,child,child,disease,burden,disability,pathway,influence,childhood,infection,difference,susceptibility,risk,infection,child,literature,mechanism,childhood,infection,interaction,life,risk,lifestyle,pattern,pathway,life,risk,childhood,infection,burden,infection,child,pattern,policy,child,health,difference,health,intervention,datum,child,birth,infrastructure,datum,level,datum,determinant,life,childhood,infection,policy,community,mediation,,,,,,,,,,,,,,,,,,,,,
946,woman,health,medium,fellow,pregnancy,childbirth,content,medium,platform,pregnancy,anxiety,woman,health,literature,pregnancy,anxiety,woman,health,information,medium,literature,health,information,cognition,behavior,pregnancy,childbirth,content,woman,pregnancy,childbirth,content,work,panel,woman,pregnancy,panel,application,datum,self,information,health,medium,researcher,health,worker,health,medium,health,behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,child,health,policy,action,child,health,education,system,area,child,difference,child,health,care,group,migrant,child,health,care,migrant,health,determinant,health,care,child,parent,health,risk,child,child,health,system,investment,child,health,household,level,resource,health,care,system,model,policy,risk,health,system,child,health,child,food,refugee,child,food,war,,,,,,,,,,,,,,,,,,,,,,,,
948,child,health,policy,action,child,health,education,system,area,child,difference,child,health,care,group,migrant,child,health,care,migrant,health,determinant,health,care,child,parent,health,risk,child,child,health,system,investment,child,health,household,level,resource,health,care,system,model,policy,risk,health,system,child,health,child,food,refugee,child,food,war,,,,,,,,,,,,,,,,,,,,,,,,
949,transition,health,system,successor,state,health,institution,epidemic,disease,war,self,identity,area,city,port,city,fragmentation,model,healthcare,system,successor,model,region,crisis,city,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,infection,health,death,birth,time,infection,infection,infection,time,delivery,transmission,mortality,health,escalation,resistance,drug,child,mortality,mortality,infection,microbiology,time,time,surveillance,management,infection,time,identification,prediction,susceptibility,pattern,achievement,art,researcher,industry,application,management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,skeleton,skeleton,modification,skeleton,locomotion,selection,bipedalism,cost,selection,childbirth,evolution,labour,mortality,birth,adulthood,anatomy,anatomy,mechanism,influence,bipedalism,health,adult,bone,technology,datum,health,woman,life,transfer,partnership,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,pathway,game,industry,team,formation,game,creator,team,game,devs,game,coalition,game,devs,literature,game,developer,team,environment,team,algorithm,team,model,developer,game,game,creator,algorithm,system,game,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,problem,city,design,pattern,user,design,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,problem,city,design,pattern,user,design,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,activity,health,disease,mortality,exercise,arrhythmia,death,group,exercise,exilqts,athlete,prolongation,athlete,patient,risk,life,arrhythmia,gene,datum,exercise,prolongation,arrhythmia,risk,death,athlete,medicine,exilqts,disease,athlete,cell,model,model,target,risk,exercise,prolongation,risk,assessment,management,arrhythmia,athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,arthritis,disease,pain,arthritis,adult,age,sex,ethnicity,woman,man,organization,arthritis,treatment,drug,disease,problem,treatment,drug,health,problem,burden,medication,symptom,patient,arthritis,disease,symptom,disease,health,gold,sirna,release,hydrogel,system,group,area,applicant,fellowship,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,fiction,escalation,border,regime,state,measure,rise,border,mass,displacement,refugee,border,border,imaginary,border,character,material,border,power,character,refugee,citizen,border,democracy,figure,refugee,citizen,border,problem,relationship,refugee,fiction,escalation,border,control,border,imaginary,myth,state,border,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,fiction,escalation,border,regime,state,measure,rise,border,mass,displacement,refugee,border,border,imaginary,border,character,material,border,power,character,refugee,citizen,border,democracy,figure,refugee,citizen,border,problem,relationship,refugee,fiction,escalation,border,control,border,imaginary,myth,state,border,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,fiction,escalation,border,regime,state,measure,rise,border,mass,displacement,refugee,border,border,imaginary,border,character,material,border,power,character,refugee,citizen,border,democracy,figure,refugee,citizen,border,problem,relationship,refugee,fiction,escalation,border,control,border,imaginary,myth,state,border,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,rhythm,life,interaction,rhythm,action,rhythm,time,influence,rhythm,musician,audience,concert,rhythm,concert,component,event,audience,concert,event,video,audio,datum,musician,audience,member,level,music,music,performance,science,physiology,science,science,action,rhythm,interaction,music,performance,sound,component,interaction,music,performance,physiology,skill,fellowship,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,carbon,taxis,implementation,carbon,carbon,taxation,ideal,action,tax,system,policy,taxation,tax,structure,competition,cooperation,taxis,transition,carbon,tax,policy,law,enforcement,control,system,system,tax,professional,agenda,administration,profession,tax,professional,policy,implementation,system,tax,tax,professional,policy,system,norm,work,agenda,science,community,administration,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,carbon,taxis,implementation,carbon,carbon,taxation,ideal,action,tax,system,policy,taxation,tax,structure,competition,cooperation,taxis,transition,carbon,tax,policy,law,enforcement,control,system,system,tax,professional,agenda,administration,profession,tax,professional,policy,implementation,system,tax,tax,professional,policy,system,norm,work,agenda,science,community,administration,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,carbon,taxis,implementation,carbon,carbon,taxation,ideal,action,tax,system,policy,taxation,tax,structure,competition,cooperation,taxis,transition,carbon,tax,policy,law,enforcement,control,system,system,tax,professional,agenda,administration,profession,tax,professional,policy,implementation,system,tax,tax,professional,policy,system,norm,work,agenda,science,community,administration,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
